responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118875;CELEBRAÇÃO DE CONVÊNIO;250;REPROVADO PELO ÓRGÃO;CATAGUASES;PREFEITURA MUNICIPAL DE CATAGUASES;17.702.499/0001-81;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;REFORMA OU OBRA;4;;Destinado ao projeto de contenção de inundações distrito do Gloria, Cataguases/MG;;645000,0;Benefici¿rio n¿o enviou proposta para an¿lise dentro do prazo estipulado conforme RESOLU¿¿O SEGOV N¿ 03, 01 DE FEVEREIRO DE 2023;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;04.122.024.2007.0001;4;
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118876;CELEBRAÇÃO DE CONVÊNIO;250;APROVADO;CATAGUASES;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;18.963.546/0001-03;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Destinado a aquisição de equipamentos e mobiliários para atender a APAE - Cataguases;;150000,0;;149998,0;149998,0;149998,0;149998,0;0,0;0,0;0,0;0,0;1491000450/2023;9389328,0;;04.122.024.2007.0001;4;41
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118877;CELEBRAÇÃO DE CONVÊNIO;2138;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;CLÃ DELFOS;19.211.689/0001-21;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens de consumo;;90000,0;Proponente não apresentou a proposta de plano de trabalho no prazo de 28/04/2023, conforme previsto no inciso I, ¿1¿, artigo 14, da Resolução SEGOV 03/2023. ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;27.812.043.4086.0001;3;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118878;CELEBRAÇÃO DE CONVÊNIO;2138;APROVADO;CAMPESTRE;LIGA DESPORTIVA DO ALTO RIO PARDO;06.062.952/0001-16;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens de consumo;;90000,0;;86484,03;86484,03;86484,03;0,0;86484,03;86484,03;0,0;0,0;1481001779/2023;9407608,0;;27.812.043.4086.0001;3;417
VIRGILIO GUIMARAES;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118879;RESOLUÇÃO SES;2141;REPROVADO PELO ÓRGÃO;MANGA;FUNDO MUNICIPAL DE SAÚDE DE MANGA;12.050.997/0001-73;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Custeio indicado para atender à Fundação Hospitalar de Amparo ao Homem do Campo;FES Custeio;200000,0;Conforme manifestação da área técnica afeta à ação orçamentária 4457, o município de Manga não possui instituição de natureza administração pública contemplada pelo módulo Valor em Saúde da Política Valora Minas. O Hospital Funrural (contemplado na referida política) é entidade sem fins lucrativos. Dessa forma, a indicação deverá ocorrer no CNPJ da entidade. ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.302.157.4457.0001;3;
VIRGILIO GUIMARAES;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118880;RESOLUÇÃO SES;737;APROVADO;TRES PONTAS;FUNDO MUNICIPAL DE SAUDE DE TRES PONTAS;11.132.325/0001-44;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;; FES Veículo Passeio (5 lugares) - Investimento  ;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387795,0;8686;10.301.159.4460.0001;4;4176
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118881;RESOLUÇÃO SES;2031;APROVADO;EXTREMA;FUNDO MUNICIPAL DE SAÚDE DE EXTREMA;12.662.158/0001-06;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9386749,0;8685;10.301.159.4460.0001;3;5182
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118882;RESOLUÇÃO SES;2030;APROVADO;EXTREMA;FUNDO MUNICIPAL DE SAÚDE DE EXTREMA;12.662.158/0001-06;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;0,0;0,0;0,0;;9386748,0;8685;10.301.159.4460.0001;3;5183
DELEGADA SHEILA;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118883;CELEBRAÇÃO DE CONVÊNIO;2153;REPROVADO PELO ÓRGÃO;BUGRE;ASSOCIACAO AMIGOS DO BUGRE;01.176.626/0001-16;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;Apoio à entidade social.;;100000,0;"Conforme Parecer Técnico 19 (inserido no SIGCON), a área finalística competente manifestou ""Considerando a análise dessa área técnica acerca da finalidade do objeto do plano de trabalho, identifica-se que o mesmo não está condizente com a política de Assistência Social e com a finalidade da ação orçamentária sendo uma pauta da política de Direitos Humanos, a Subsecretaria de Assistência Social recomenda o remanejamento da emenda parlamentar para a análise técnica da Subsecretaria de Direitos Humanos - SUBDH.""";0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118884;CELEBRAÇÃO DE CONVÊNIO;2138;APROVADO;ARCOS;LIGA ARCOENSE DE DESPORTOS;23.782.675/0001-35;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;EVENTOS;3;;Custeio para realização de eventos esportivos;;50000,0;;49990,0;49990,0;49990,0;49990,0;0,0;0,0;0,0;0,0;1481000801/2023;9390233,0;;27.812.043.4086.0001;3;82
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118885;CELEBRAÇÃO DE CONVÊNIO;1885;REPROVADO PELO ÓRGÃO;CATAGUASES;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;18.963.546/0001-03;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;REFORMA OU OBRA;3;;Emenda destinada a reforma da instalações da APAE Cataguases;;560000,0;Emenda n¿o vinculada ¿ proposta de plano de trabalho 001757/2023 conforme prev¿ o inciso I, ¿1¿, artigo 14, da Resolu¿¿o SEGOV 03/2023;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118886;CELEBRAÇÃO DE CONVÊNIO;2138;APROVADO;ARCOS;LIGA ARCOENSE DE DESPORTOS;23.782.675/0001-35;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens de consumo;;40000,0;;40000,0;40000,0;40000,0;40000,0;0,0;0,0;0,0;0,0;1481000801/2023;9390233,0;;27.812.043.4086.0001;3;82
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118887;TRANSFERÊNCIA ESPECIAL;2092;APROVADO;MARILAC;MUNICIPIO DE MARILAC;18.409.193/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;853377,3;;853377,3;853377,3;853377,3;853377,3;0,0;0,0;0,0;0,0;;9384623,0;0012/2023;04.122.024.2090.0001;4;665
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118888;TRANSFERÊNCIA ESPECIAL;1358;APROVADO;MARILAC;MUNICIPIO DE MARILAC;18.409.193/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;342000,0;;342000,0;342000,0;342000,0;342000,0;0,0;0,0;0,0;0,0;;9384081,0;0012/2023;04.122.024.2090.0001;4;642
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118889;TRANSFERÊNCIA ESPECIAL;2069;APROVADO;MARILAC;MUNICIPIO DE MARILAC;18.409.193/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9384621,0;0012/2023;04.122.024.2090.0001;4;651
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118890;TRANSFERÊNCIA ESPECIAL;1357;APROVADO;MARILAC;MUNICIPIO DE MARILAC;18.409.193/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9384080,0;0012/2023;04.122.024.2090.0001;4;637
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118891;TRANSFERÊNCIA ESPECIAL;1356;APROVADO;MARILAC;MUNICIPIO DE MARILAC;18.409.193/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;;9384079,0;0012/2023;04.122.024.2090.0001;4;633
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118892;CELEBRAÇÃO DE CONVÊNIO;1067;APROVADO;CONTAGEM;ASSOCIAÇÃO COMUNITÁRIA DE PREVENÇÃO AO USO INDEVIDO DE DROGAS;03.015.043/0001-39;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;Apoiar a entidade Projeto de Vida nas ações de Convivência e Fortalecimento de Vínculos junto às Crianças, Jovens, Adultos e Idosos.;;130000,0;;130000,0;130000,0;130000,0;130000,0;0,0;0,0;0,0;0,0;1481001787/2023;9406487,0;;08.244.065.4226.0001;3;316
CHARLES SANTOS;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118894;CELEBRAÇÃO DE CONVÊNIO;2158;APROVADO;CONTAGEM;ASSOCIAÇÃO COMUNITÁRIA DE PREVENÇÃO AO USO INDEVIDO DE DROGAS;03.015.043/0001-39;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;Apoiar a entidade Projeto de Vida nas ações de Convivência e Fortalecimento de Vínculos junto às Crianças, Jovens, Adultos e Idosos. Indicação Complementar à Indicação Nº 118892.;;40885,0;;40885,0;40885,0;40885,0;40885,0;0,0;0,0;0,0;0,0;1481001787/2023;9406487,0;;08.244.065.4226.0001;3;316
VIRGILIO GUIMARAES;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118895;RESOLUÇÃO SES;458;APROVADO;ICARAI DE MINAS;FUNDO MUNICIPAL DE SAUDE;13.288.187/0001-12;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Saúde custeio ;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9386797,0;8685;10.301.159.4460.0001;3;4461
ANA PAULA SIQUEIRA;REDE;BLOCO DEMOCRACIA E LUTA;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;SEMAD;118896;CELEBRAÇÃO DE CONVÊNIO;2145;APROVADO;JOAO MONLEVADE;MUNICÍPIO DE JOÃO MONLEVADE;18.401.059/0001-57;;4371;PROMOÇÃO DAS POLÍTICAS PÚBLICAS DE PROTEÇÃO À FAUNA DOMÉSTICA;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Castração de animais;Programa de manejo por meio de clínicas, entidades e/ou nas unidades móveis de esterilização.;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;1371000534/2023;9389527,0;;18.541.120.4371.0001;3;413
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118897;CELEBRAÇÃO DE CONVÊNIO;173;REPROVADO PELO ÓRGÃO;ELOI MENDES;SOCIEDADE SÃO VICENTE DE PAULO DE ELOI MENDES;20.396.388/0001-07;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens;;90000,0;"""Impedimento de ordem técnica, com base na alínea K do inciso III, do art. 2º, da Resolução SEGOV nº 03/2023:   k) não realização de complementação da documentação ou ajustes solicitados para atendimento de requisitos estabelecidos na legislação específica, bem como realização de complementação ou ajustes fora dos prazos previstos, """;89366,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118898;CELEBRAÇÃO DE CONVÊNIO;173;APROVADO;GUAXUPE;ASSOCIACAO PAIS E AMIGOS DOS EXCEPCIONAIS DE GUAXUPE;17.902.974/0001-63;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000772/2023;9390339,0;;08.244.065.4226.0001;4;116
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118899;CELEBRAÇÃO DE CONVÊNIO;173;APROVADO;POUSO ALTO;CENTRO DE ATENDIMENTO AO ADOLESCENTE DE POUSO ALTO-MG;00.551.966/0001-17;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000748/2023;9390129,0;;08.244.065.4226.0001;4;46
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118900;TRANSFERÊNCIA ESPECIAL;2063;APROVADO;MARIPA DE MINAS;MUNICIPIO DE MARIPA DE MINAS;17.724.162/0001-75;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;0,0;0,0;0,0;;9383907,0;0012/2023;04.122.024.2090.0001;4;1025
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118901;TRANSFERÊNCIA ESPECIAL;2067;APROVADO;ESTIVA;PREFEITURA MUNICIPAL DE ESTIVA;18.675.918/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9383909,0;0012/2023;04.122.024.2090.0001;4;1030
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118902;CELEBRAÇÃO DE CONVÊNIO;2128;APROVADO;BELO HORIZONTE;COMUNIDADE KOLPING MINAS CAIXA;21.949.722/0001-67;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens de consumo, para manutenção da Entidade  Essa indicação será vinculada a outra de bens permanentes no valor de 60.000,00;;50000,0;;46316,03;46316,03;46316,03;46316,03;0,0;0,0;0,0;0,0;1481001837/2023;9406946,0;;08.244.065.4226.0001;3;330
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118903;CELEBRAÇÃO DE CONVÊNIO;145;REPROVADO PELO ÓRGÃO;MARIA DA FE;APAE DE MARIA DA FÉ;21.422.019/0001-04;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;;Serviço;;90000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118905;RESOLUÇÃO SES;439;APROVADO;DESCOBERTO;FUNDO MUNICIPAL DE SAÚDE DE DESCOBERTO;13.401.308/0001-90;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Emenda destinada para custeio do Fundo Municipal de Saúde de Descoberto;FES Custeio;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9387221,0;8685;10.301.159.4460.0001;3;4947
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118906;RESOLUÇÃO SES;1882;APROVADO;SERRANOPOLIS DE MINAS;FUNDO MUNICIPAL DE SAÚDE DE SERRANÓPOLIS DE MINAS;13.697.986/0001-42;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;309000,0;;309000,0;309000,0;309000,0;309000,0;0,0;0,0;0,0;0,0;;9387504,0;8685;10.301.159.4460.0001;3;4658
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;118907;CELEBRAÇÃO DE CONVÊNIO;2160;REPROVADO PELO ÓRGÃO;CABO VERDE;ASSOCIACAO DOS AGRICULTORES FAMILIARES DO SUL DE MINAS;17.958.849/0001-75;;4448;MECANIZAÇÃO NO CAMPO;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens;;350000,0;Proposta n¿o cadastrada e documenta¿¿o n¿o enviada.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;20.608.127.4448.0001;4;
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118908;RESOLUÇÃO SES;1882;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;CARITAS BRASILEIRA;33.654.419/0008-92;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Solicitamos reprovação desta indicação para remanejamento na segunda celebração.;FES Custeio;641,32;Na a¿¿o 4460 (ESTRUTURA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE (ORGANIZA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE)) somente Fundos Municipais de Sa¿de podem ser beneficiado.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;3;
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118909;RESOLUÇÃO SES;1915;APROVADO;CARMOPOLIS DE MINAS;SANTA CASA DE MISERICORDIA NOSSA SENHORA DO CARMO;16.852.089/0001-54;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;3;;Esta indicação terá complementação de outra indicação no valor de R$120.000,00 para atingir o valor mínimo de R$160.000,00 na Ação 4463 ;FES Custeio;40000,0;;40000,0;40000,0;40000,0;40000,0;0,0;0,0;0,0;0,0;;9388897,0;8792;10.302.158.4463.0001;3;2822
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118910;TRANSFERÊNCIA ESPECIAL;297;APROVADO;AGUA BOA;MUNICIPIO DE AGUA BOA;18.085.563/0001-95;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9385232,0;0012/2023;04.122.024.2090.0001;4;1942
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118911;RESOLUÇÃO SES;692;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;CARITAS BRASILEIRA;33.654.419/0008-92;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Solicitamos reprovação desta indicação para remanejamento na segunda celebração.;FES Custeio;260022,0;Na a¿¿o 4460 (ESTRUTURA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE (ORGANIZA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE)) somente Fundos Municipais de Sa¿de podem ser beneficiado.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;3;
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;118913;RESOLUÇÃO SES;432;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;CARITAS BRASILEIRA;33.654.419/0008-92;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Solicitamos reprovação desta indicação para remanejamento na segunda celebração.;FES Custeio;59977,68;Na a¿¿o 4460 (ESTRUTURA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE (ORGANIZA¿¿O DA ATEN¿¿O PRIM¿RIA ¿ SA¿DE)) somente Fundos Municipais de Sa¿de podem ser beneficiado.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;3;
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118914;CELEBRAÇÃO DE CONVÊNIO;2161;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;INSTITUTO GALO;35.777.212/0001-64;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;;Serviços - Apoio;;200000,0;"Falta de documentação complementar: conforme diligências fora dos prazos. ""A celebração foi realizada de acordo com as solicitação da SUBAS, mas a Indicação é para a SUBESP."" Dessa forma, preciso saber qual justificativa colocar no IOT.";0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;27.812.043.4086.0001;3;
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118915;TRANSFERÊNCIA ESPECIAL;297;APROVADO;SANTANA DOS MONTES;MUNICIPIO DE SANTANA DOS MONTES;19.718.394/0001-46;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;49453,0;;49453,0;49453,0;49453,0;49453,0;0,0;0,0;0,0;0,0;;9385233,0;0012/2023;04.122.024.2090.0001;4;1944
